Texto;Sentiment;id
LATAM Airlines #Colombia informa las medidas y recomendaciones a raiz de la #VisitaDelPapa @LATAM_CO '               ;1;44
@cristian_gd @LATAMAirlines Animo CRISTIAN dudo q consigas algo'               ;-1;45
@diego_domi @ControllersAep Q buen dato para no volar x @LATAM_ARG @LATAM_CHI @LATAMAirlines'               ;-1;46
@LATAMAirlines somos dos pasajeros y en la web solo nos permite descargar una tarjeta sola'               ;-1;47
Que mala gestion y q ineficiencia para solucionar sus propios errores @LATAM_CO @LATAMAirlines'               ;-1;48
@LATAMAirlines Supervisora en el aeropuerto nos insulto y se fue sin ayudar con las conexiones y la estadia. Estamos sin regreso ni hotel'               ;-1;49
@LATAMAirlines Peor experiencia. Perdieron mi maleta al llegar a MXCO;-1;50
"RT @enlascalles: @Aalliende @LATAM_CHI @LATAMAirlines Clasico! Es como que ""ellos"" se aburrieron de ""esperar"". Una locura'               ";-1;51
@pincheSocialist @Avianca Uuuu pobre. Con @LATAMAirlines nos ha ido muy bien! 18 botellas de vino y perfectas \xf0\x9f\x91\x8d\xf0\x9f\x8f\xbd'               ;1;52
RT @cesar_sncz: This is by far the worse customer experience ever in my life. Not even low cost airlines have this issue @LATAMAirlines @LA\xe2\x80\xa6'               ;-1;53
@LATAMAirlines I cannot buy a ticket from your website or your customer service on the phone... I tried multiple times each can you help me?'               ;-1;54
RT @gisseflito: @learbat @LatamIndignados @LATAM_CHI No querian Low Cost?? Asi funciona cobrando caro x los extras;-1;55
RT @caricaturizador: @LATAM_CHI Esperate no mas. Sus empleados son cabrones les gusta webear a la gente. Tomalo o dejalo. Van a la baja con\xe2\x80\xa6'               ;-1;56
@LATAM_CHI A la ida la comida fue gratis y a la vuelta me la cobraron;-1;57
@learbat @LatamIndignados @LATAM_CHI No querian Low Cost?? Asi funciona cobrando caro x los extras;-1;58
@BluRadioCo @LATAM_CO con pesimo servicio;-1;59
Que servicio de mierda tiene Latam'               ;-1;60
@quincheros @LATAM_CHI Espere bien sentado;-1;61
#latam que te ha pasado ?? Un servicio pobre pobre;-1;62
@ramonllao @LATAM_CHI Da lo mismo quien es y si es famoso o no aqui se trata de como es tratado el pasajero y su e\xe2\x80\xa6 '               ;-1;63
RT @Negros77: @ramonllao @LATAM_CHI buen ineficiente el servicio de Latam les falto hacer mierda 3 guitarras mas y 4 huasos de plastico'               ;-1;64
@pablitolescano @LATAM_ARG No puede ser que @LATAM_ARG tenga mal servicio... pedazos de ladris... a mi me dejaron v\xe2\x80\xa6 '               ;-1;65
RT @aceballosm: Hoy viaje Santiago-Puerto Mont en @LATAM_CHI Equipaje en bodega? Pague ... Quiere agua? Pague ... Casi viajo de pie;-1;66
@bravojeilson ... para brindar un servicio de calidad;1;67
@LATAM_CHI Esperate no mas. Sus empleados son cabrones les gusta webear a la gente. Tomalo o dejalo. Van a la baja\xe2\x80\xa6 '               ;-1;68
RT @ninabritobrito: @gomez_maxi @diego_domi @LATAM_ARG Latam es Chile pero estos pelotudos se hacen los Argentinos por unos pasajes..dicho\xe2\x80\xa6'               ;-1;69
RT @luisbarud: LATAM es absolutamente ineficiente;-1;70
@LATAM_CO @AerocivilCol definitivamente la peor aerolinea en cuanto al servicio al cliente'               ;-1;71
@LATAM_ARG que desastre es el servicio en aeroparque!!!'               ;-1;72
@quincheros @LATAM_CHI Y yo creia q @LATAM_CHI tenia un pesimo servicio.Han cumplido el anhelo de muxos chilenos. G\xe2\x80\xa6 '               ;-1;73
Latam sigue siendo una pesima compañia;-1;74
RT @santischoulund: nunca ningun servicio de transporte va a ser tan malo colo latam'               ;-1;75
RT @PabloFabara: @LATAM_ECU son un desastre de empresa;-1;76
RT @AlfredoSanMarti: @LATAM_CHI Servicio LATAM es cada vez mas malo y empeora cada dia. Respuestas inutiles a reclamos son mejor ejemplo!!'               ;-1;77
RT @gmoreso: @quincheros @LATAM_CHI El Servicio es pesimo'               ;-1;78
RT @Zamarritano: @AlexandraHorler @LATAM_PER Increible q no haya institucion que defienda al consumidor;-1;79
RT @svmcl: Seguimos con el pesimo servicio de @LATAM_CHI en business class....'               ;-1;80
RT @RodrigoOlea: @quincheros @mpobletej @LATAM_CHI Pesimo servicio! ayer mi hijo viajo a NY no tenian sus asientos y lo tenian separado de\xe2\x80\xa6'               ;-1;81
RT @makavro: @LATAM_CHI pesimo sistema de entrega de equipaje;-1;82
@LATAM_CHI hasta el momento la peor atencion q he tenido en el call center para pedir servicio de mascota emocional.'               ;-1;83
Ademas de dar comida de mierda y servicio deficiente;-1;84
@MaMilagrosC El servicio y comodidad es igual o mejor que LATAM;1;85
@ramonllao @LATAM_CHI Ohh hicieron algo positivo? Porque su servicio y responsabilidad con sus clientes es nula.Nad\xe2\x80\xa6 '               ;-1;86
Hoy viaje Santiago-Puerto Mont en @LATAM_CHI Equipaje en bodega? Pague ... Quiere agua? Pague ... Casi viajo de pie;-1;87
RT @AlexandraHorler: Que onda con los precios de @LATAM_PER? 250 dolares a Tarapoto y ya no te dan ni agua!!! Y con un pesimo servicio! Se\xe2\x80\xa6'               ;-1;88
RT @fedegomezf: @loresichaves @LATAM_CO Cada dia mas malos en ese servicio. Es el colmo ya hasta el agua la cobran. Va de mal en peor ese s\xe2\x80\xa6'               ;-1;89
@alecardenasH @quincheros @LATAM_CHI Quizas esten mal pagados y desmotivados. Ojala se corrija y mejore el servici\xe2\x80\xa6 '               ;-1;90
@loresichaves @LATAM_CO Cada dia mas malos en ese servicio. Es el colmo ya hasta el agua la cobran. Va de mal en pe\xe2\x80\xa6 '               ;-1;91
@quincheros @LATAM_CHI Ojala que respondan y no solo a Uds. Realmente el servicio de @LATAM_CHI deja mucho que desear.'               ;-1;92
Ademas de problemas como este. @LATAM_CHI con bastante problemas de servicio y reembolsos. Vuelos cancelados;-1;93
@gomez_maxi @diego_domi @LATAM_ARG Latam es Chile pero estos pelotudos se hacen los Argentinos por unos pasajes..di\xe2\x80\xa6 '               ;-1;94
@ro_ibnez @quincheros @LATAM_CHI Enterandome del grave servicio de @LATAM_CHI con nuestro grupo insigne\xe2\x80\xa6 '               ;1;95
@jcgortari ...Excelente servicio. Para poder asistirte;1;96
@ramonllao @LATAM_CHI buen ineficiente el servicio de Latam les falto hacer mierda 3 guitarras mas y 4 huasos de plastico'               ;-1;97
@LATAM_CO una aerolinea ejemplar. Cumplida;1;98
RT @juanmaesposito: @LATAM_ARG Cobran tarifa Flex para poder usar los cupones Upgrade y es Verso! Latam=Low Cost servicio no vale pagarlo A\xe2\x80\xa6'               ;-1;99
@LATAM_ARG Cobran tarifa Flex para poder usar los cupones Upgrade y es Verso! Latam=Low Cost servicio no vale pagarlo At al Cliente Horrible'               ;-1;100
@Cooperativa LATAM cada dia peor servicio!... solo slogan y publicidad poco consecuente!... el cliente nada les importa!!'               ;-1;101
RT @AbolasFelipe: @quincheros @LATAM_CHI Enterandome del grave servicio de @LATAM_CHI con nuestro grupo insigne @quincheros. Nuestras guit\xe2\x80\xa6'               ;-1;102
@LATAM_CHI al final no me dieron solucion compre el mismo ticket pero por @Despegar. Puedo decir que el servicio de venta de latam es \xf0\x9f\x92\xa9'               ;-1;103
@quincheros @LATAM_CHI Enterandome del grave servicio de @LATAM_CHI con nuestro grupo insigne @quincheros. Nuestra\xe2\x80\xa6 '               ;-1;104
@quincheros @mpobletej @LATAM_CHI Pesimo servicio! ayer mi hijo viajo a NY no tenian sus asientos y lo tenian separ\xe2\x80\xa6 '               ;-1;105
@LATAM_CHI No acpeto los miserables 30 dolares que ofrecen de compensacion!. Una mierda de servicio!. Espero nunca\xe2\x80\xa6 '               ;-1;106
RT @andruswalrus: @LatamIndignados tan desastrosa es la pagina de latam que ya parece adrede'               ;-1;107
RT @PumarinoCaro: @andruswalrus @LatamIndignados Obviamente estan colaosados con los reclamos porque son un desastre'               ;-1;108
RT @PumarinoCaro: @LatamIndignados No pagues ya q igual despues te lo cambian;-1;109
RT @abarreram: @LatamIndignados Nunca dice que un menor de 14 no puede viajar con el 10 años solos;-1;110
RT @abarreram: @LatamIndignados Los bajaron me llamaron y la mama tuvo q ir a pagar el servicio para q viajaran arruinaron el cumpleaños               ;-1;111
@LatamIndignados No pagues ya q igual despues te lo cambian;-1;112
@andruswalrus @LatamIndignados Obviamente estan colaosados con los reclamos porque son un desastre'               ;-1;113
@abarreram @LatamIndignados Verguenza nacional esta empresa'               ;-1;114
@LatamIndignados tan desastrosa es la pagina de latam que ya parece adrede'               ;-1;115
@LatamIndignados Los bajaron me llamaron y la mama tuvo q ir a pagar el servicio para q viajaran arruinaron el cump\xe2\x80\xa6 '               ;-1;116
@LatamIndignados Nunca dice que un menor de 14 no puede viajar con el 10 años solos;-1;117
@Andriunavarro @LatamIndignados @LATAM_CHI Ni cosquillas les hace el secnac son inmunes los sinverguenzas\xe2\x80\xa6 '               ;-1;118
@vicmazzoni @LatamIndignados @LATAM_CHI Estos solo se lavan las manos te daran una miseria de compensacion destroz\xe2\x80\xa6 '               ;-1;119
RT @Jov_Division: #Vidal no vueles mas en @LATAM_CHI ...te deja asi de malo...@LatamIndignados @LatamTRUCHOS'               ;-1;120
@Olivero_Herman @LatamIndignados @LATAM_CHI No pierdas tiempo. Se volvieron una empresa pedorra'               ;-1;121
@LatamIndignados NO ES LOW SERVICE es LOW COST. Los turros se equivocaron'               ;-1;122
RT @quimicocomico: Sres @LATAMAirlines \xc2\xbfhabra alguna novedad de mi caso que lleva 5;-1;123
Sres @LATAMAirlines \xc2\xbfhabra alguna novedad de mi caso que lleva 5;-1;124
#VamosChile no viajen en @LATAM_CHI rompen equipaje y su compensacion ni para candy alcanza @LatamIndignados @LatamTRUCHOS'               ;-1;125
#Monticello ustedes llevan a los empleados de @LATAM_CHI a sus dependencias? Nunca mas no funcionan.. ...@LatamIndignados @LatamTRUCHOS'               ;-1;126
#Vidal no vueles mas en @LATAM_CHI ...te deja asi de malo...@LatamIndignados @LatamTRUCHOS'               ;-1;127
#EntraUnOptimista y no viaja en @LATAM_CHI por que no responden por destrozos en tu equipaje @LatamIndignados @LatamTRUCHOS'               ;-1;128
RT @Jov_Division: @freddyalexis77 @mentiraslared Caza a los hueones de @LATAM_CHI ..sinverguenzas...@LatamIndignados @LatamTRUCHOS'               ;-1;129
@freddyalexis77 @mentiraslared Caza a los hueones de @LATAM_CHI ..sinverguenzas...@LatamIndignados @LatamTRUCHOS'               ;-1;130
b'RT @mc_george: @riuperu @AlexandraHorler @LATAM_PER Es demasiado abuso, precios caros, servicio pesimo, las maletas terminan maltratadas de\xe2\x80\xa6';-1;131
b'@LATAM_PER Los mismo precios no hay nada de mega promo;-1;132
b'RT @PatricioLPP: Cuando @LATAM_ECU @LATAM_PER te pierden la valija y a lo dos dias no te informan nada..';-1;133
b'@KathiaPtrc @LATAM_PER Sin asiento....no importa!!';-1;134
b'Bueno, y ahora me imagino que @LATAM_PER empezara a sacar pasajes desde 59 dolares a Rusia......sin agua incluida no importa.';-1;135
b'@LATAM_ARG No reprograman vuelo para salir de Cuba el 7/9, ni acaban abonando penalidad y diferencia de tarifa. Excepcion;-1;136
b'@LATAM_ARG No. No es inconveniente. Me sorprende que no sirvan un snack. minimo. Una atencion.';-1;137
b'@LATAM_ARG Hace casi un mes que viaje y ni un llamado o un mail ofreciendo una disculpa o solucion. Una pena realmente, una pena';-1;138
b'@LATAM_ARG la verdad me apena porque soy pasajera frecuente, y no recibir respuesta, autocratica o solucion me parece muy injusto.';-1;139
b'@LATAM_ARG Si me van a seguir ignorando como me ignoraron cuando viaje con ustedes, avisenmelo y no me den mil vueltas diciendo mentiras';-1;140
b'@lloramedialunas @LATAM_ARG Por ahora responden todo pero no dan soluciones';-1;141
"b'De verdad @LATAM_ARG nos falta el respeto. ""Te sugerimos estar atento"". Doce horas estuve ""atento"" ayer. Y no resol\xe2\x80\xa6 '";-1;142
b'@LATAM_ARG Creo que me responden personas distintas que no siguen el hilo de conversacion. Es imposible solucionar algo de esta manera.';-1;143
b'@LATAM_ARG Quienn indemniza mi tiempo? Las molestias ocasionadas? La falta de respeto?';-1;144
b'@LATAM_ARG Perdi mucho tiempo a lo largo de esas 12 (doce!) Horas que demoro el tratamiento de mi conflicto. Para peor no resolvieron nada.';-1;145
b'@LATAM_ARG evidentemente no tienen comunicacion interna. Una lastima, curso denuncia como corresponde a mis derechos \xe2\x80\xa6 ';-1;146
b'@LATAM_ARG Si lo mismo de siempre responden y no ayudan en nada';-1;147
b'@LATAM_ARG asco que no atiendan el telefono ni den ningun tipo de ayuda a la gente que quiera cambiar su vuelo .';-1;148
b'RT @SirChandlerBlog: Comunicado de @LATAM_ARG por las asambleas de hoy: 29 vuelos demorados/cancelados y 3.345 pasajeros afectados ';-1;149
b'@LATAM_ARG necesito que terminen de resolverme un inconveniente! Me estaban asesorando y no respondieron ;-1;150
b'@LATAM_ARG chicos: no pedimos un plato gourmet. Pero con un capitan del espacio de $10 -diez pesitos- 10!!, nos conformamos.';-1;151
b'@LATAM_ARG La aerolinea mas chorraaaaaaaa y mentirosa del universo';-1;152
b'el servicio de @LATAM_ECU pe9simo durante la espera de re abastecimiento de combustible XL1368 4 horas de viaje y no te dan ni un caramelo';-1;153
b'@LATAM_ECU mal servicio a bordo vuelo xl1368 no cuentan con provisiones de comida';-1;154
es con @LATAM_ECU Como si comprar un pasaje fuera barato. Haces el esfuerzo y te roban la plata. Con km tambien;-1;155
responde @LATAM_ECU No se que complejidad tiene el caso. Se presento TODO lo que solicitaron. Hasta cert. de de;-1;156
b'@ANAKARINA110182 ... y nos la envien cada DM, para asi conservar la privacidad de tus datos.';-1;157
b'@ANAKARINA110182 Hola. Te pedimos el favor que elimines este comentario debido a que contiene informacion personal ;-1;158
b'@LATAM_ECU vamos a recuperar la maleta? Ya de hizo ayer mismo el reclamo... se van a comunicar para informar que sucede con esto?';-1;159
b'@LATAM_ECU hola como hacen cuando no llega una maleta en sus vuelos? Mi mama llego ayer a UIO en uno de sus vuelos y la maleta no llego';-1;160
b'Como dice @malevilches: A ustedes no les da verguenza ser tan inmorales? Como se hace para robar sin cargo de conciencia?? @LATAM_ECU';-1;161
b'@LATAM_CHI lamemtable servicio, llego maleta a casa pero faltan cosas en su interior, tengo un detalle enviado a los agentes del caso';-1;162
b'A + de un mes de espera que aparezca mi equipaje perdido por @LATAM_CHI hoy llega a casa, ahora revisare el conten\xe2\x80\xa6 ';-1;163
b'RT @Marcvasklop: @LATAM_CHI estoy hace horas tratando de hacer un cambio de horario de un ticket y no me ha sido posible contactarlos. la l\xe2\x80\xa6';-1;164
b'@nachopau @LatamIndignados @LATAM_CHI Cuando extranjeros solucionan problemas de Chile..todo mal ..imaginen como mantienen los aviones...';-1;165
b'@LATAM_CHI estoy esperando respuesta por el codigo de reserva que no aparece para hacer mi checking de regreso a Chile.';-1;166
b'RT @quimicocomico: Sres @LATAMAirlines  alguna novedad de mi caso que lleva 5,5 meses abierto? (#5199023) @LatamIndignados @DenuncieL\xe2\x80\xa6';-1;167
b'Sres @LATAMAirlines  alguna novedad de mi caso que lleva 5,5 meses abierto? (#5199023) @LatamIndignados @DenuncieLATAM @LatamTRUCHOS';-1;168
b'@Vale_dami @LATAM_ARG No quiero ni pensar en la seguridad aerea. Por Dios que con gente tan inepta me cuesta pensar\xe2\x80\xa6 ';-1;169
b'RT @Damaris69955505: @LatamTRUCHOS @JuanICandelaria @LATAM_ARG Tal cual.ya gaste mucho y nada.el servicio todo es un desastre.';-1;170
b'@LatamTRUCHOS @JuanICandelaria @LATAM_ARG Tal cual.ya gaste mucho y nada.el servicio todo es un desastre.';-1;171
b'@LatamTRUCHOS @LATAM_ARG Pelea eterna porq no tienen solucion ellos dicen que todo lo hicieron por mi seguridad cua\xe2\x80\xa6 ';-1;172
b'@LATAM_CHI @lolatapiad HACE años QUE ESPERO RESPUESTA DE USTEDES DELINCUENTES HIJOS DE MIL PUTAS';-1;173
b'Lo que ellos ponen como plazo no cuenta. 22 decadas no es nada para una empresa a la que no le importan sus clientes. ';-1;174
b'RT @jimenaavi: @LatamTRUCHOS @Carlita_sl @LATAM_CHI @LATAM_ARG siii!!! Ya estoy esperando que el juez defina cuanto tienen que pagarme. Son\xe2\x80\xa6';-1;175
b'@LatamTRUCHOS @Carlita_sl @LATAM_CHI @LATAM_ARG siii!!! Ya estoy esperando que el juez defina cuanto tienen que pagarme. Son ladrones!!!!';-1;176
b'No te resignes a la lucha!! De todas maneras anda viendo de comprar todo de nuevo porque son ladronzuelos ';-1;177
b'Dios quiera que no tengan un problema verdadero. No quiero NI mencionarlo. Son una basura Jorge ';-1;178
b'@etaburbuja @Jov_Division @leonardofarkas @LATAM_CHI @LatamIndignados Cuando puedas viajar no lo hagas con ladrones\xe2\x80\xa6 ';-1;179
b'Pobre señor Sergium... aca tenemos otro triste caso de el nivel de delincuencia que ostenta @LATAM_CHI @LATAM_ARG ';-1;180
b'Estimado Sergium: mandenos un DM asi no le damos ni bola pero en privado. Sus problemas nos chupan un huevo.\xe2\x80\xa6 ';-1;181
b'RT @Jov_Division: @freddyalexis77 @mentiraslared Caza a los hueones de @LATAM_CHI ..sinverguenzas...@LatamIndignados @LatamTRUCHOS';-1;182
b'Jorge lo ilustra a la perfeccion. Estos delincuentes no son confiables ni como empresa ni por su seguridad aerea;-1;183
b'@vicmazzoni @LatamIndignados @LATAM_CHI Estos solo se lavan las manos te daran una miseria de compensacion destroz\xe2\x80\xa6 ';-1;184
b'RT @Jov_Division: #Vidal no vueles mas en @LATAM_CHI ...te deja asi de malo...@LatamIndignados @LatamTRUCHOS';-1;185
b'#Vidal no vueles mas en @LATAM_CHI ...te deja asi de malo...@LatamIndignados @LatamTRUCHOS';-1;186
b'#VamosChile no viajen en @LATAM_CHI perderan como hoy...@LatamIndignados @LatamTRUCHOS';-1;187
b'#EntraUnOptimista y no viaja en @LATAM_CHI por que no responden por destrozos en tu equipaje @LatamIndignados @LatamTRUCHOS';-1;188
b'@freddyalexis77 @mentiraslared Caza a los hueones de @LATAM_CHI ..sinverguenzas...@LatamIndignados @LatamTRUCHOS';-1;189
b'@LATAM_CHI @ccarvalc Y no soluciona nada @LatamIndignados @LatamTRUCHOS y mas encima estan en Colombia....';-1;190
b'@leonardofarkas Leo que suerte que tengas tu jet ..los pobres viajamos en esa mierda de @LATAM_CHI ..@LatamIndignados @LatamTRUCHOS';-1;191
b'@LaTiaEvelyn Y tampoco tienen a la mierda de @latam..vamos por @VuelaJetSMART @LATAM_CHI @LatamIndignados @LatamTRUCHOS';-1;192
b'@Carlita_sl @LatamTRUCHOS @LATAM_CHI bajon! @LATAM_ARG me perdieron/robaron mi equipaje! Luchando para q me paguen. Suerte!!!';-1;193
b'RT @Carlita_sl: Un desastre @LATAM_CHI hace 2 meses que no me devuelven el dinero de un pasaje que tuve que cancelar por razones medicas,\xe2\x80\xa6';-1;194
b'@ddm_oficial NO QUIEREN LAS CIAS. LOW COST.PORQUE NO QUIEREN COMPETENCIA. ..HOY EL SERVICIO ES DEPRIMENTE. ..EN ESPECIAL LATAM.VERGONZOSOS';-1;195
"placer es trabajar con, y para, los brokers corporativos de Buenos Aires / Latam.. El real concepto de ""servicio inmobiliario"" ";1;196
b'RT @nachopau: @LATAM_CHI tan desmejorado el servicio del callcenter? los que atienden cuelgan las llamadas. Parece que no hay conteo;-1;197
b'RT @PonzeM: @LATAM_CHI El tiempo es excesivo, en ningun otro servicio he visto esa cantidad de deadas para una devolucion, nisiquiera entrega;-1;198
b'@LATAM_CHI Servicio. He notado que una practica frecuente de los operadores es colgar las llamadas.';-1;199
"b'@LATAM_CHI Su respuesta por DM fue ""espere un llamado"" hace mas de una hora. Pare que ofrecen servicio por Twitter entonces ??'";-1;200
b'@LATAM_CHI tan desmejorado el servicio del callcenter? los que atienden cuelgan las llamadas. Parece que no hay control.';-1;201
b'RT @GuillermoTapiaM: @LATAM_CHI @biobio @Mega como te extraño Lan Hoy Latam es un pesimo servicio y la postventa. Atrasan vuelos y discriminan;-1;202
b'RT @romerojairo: @WRadioColombia EL SERVICIO DE LATAM ES PESIMO HAY SILLAS QUE ESTAN ESTATICAS NO LAS PUEDEN ACCIONAR LLEGAS CON LA ESPALDA\xe2\x80\xa6';-1;203
b'RT @PiliSanchez: @javcollao El problema de LATAM es que tiene pesimo servicio al cliente y suelen tener problemas de sobreventa de pasajes;-1;204
b'RT @Solquito: @LATAM_ARG Estoy en Chile, en transito a NYC y vuelo sobrevendido. SERVICIO PÉSIMO! No es posible viajar juntos.;-1;205
b'@LATAM_CHI El tiempo es excesivo, en ninguun otro servicio he visto esa cantidad de decadas para una devolucion, ni siquiera;-1;206
b'@LATAM_CHI @biobio @Mega como te extraño Lan Hoy Latam es un pesimo servicio y la postventa. Atrasan vuelos y discriminatorios con clientes.';-1;207
b'@LATAM_ARG Estoy en Chile, en transito a NYC y vuelo sobrevendido. SERVICIO PÉSIMO!!! No es posible viajar juntos. Como enmiendan el error??';-1;208
b'Hasta cuando vamos a ser esclavos de los antojos de @LATAM_ARG y @LATAM_CHI? Verguenza la atencion y el servicio. #LatamArg #Estafa';-1;209
b'@LATAM_ARG Lamentable el servicio... 12 horas y no me llaman y no me venden el ticket. No les interesa facturar? Un\xe2\x80\xa6 ';-1;210
b'El comportamiento del cliente esta cambiando el servicio de atencion en el sector salud ';-1;211
b'En @LATAM_ARG no podes ocupar una salida de emergencia sin pagar extra, aunque vaya vacia. Hace unos años la recomende;-1;212
b'@LATAM_CHI @SERNAC realmente el servicio de equipaje deja mucho que desear, no se asemeja al servicio de abordo, el cual es excelente.';-1;213
b'cuando me llaman? (por DM no sirve) cuanto vale perder un cliente de 15 años de lealtad?, #servicio #latam mi telefono;-1;214
b'@LATAM_CHI CADA DIA PEOR EL SERVICIO  ';-1;215
b'@LATAM_CHI CADA DIA PEOR EL SERVICIO  ;-1;216
b'Nuestro dominio en el tema de #PreciosDeTrnasferencia nos permite ofrecerte un servicio de alta calidad. ;-1;217
b'@LATAM_CHI broma su mail de que servicio me hablan si aun ni siquiera responden #LanNoResponde @LatamIndignados ';-1;218
b'@LATAM_CHI el peor servicio! Llevo meses pidiendo q se me acumulen kilometros por viaje hecho en otra compare cxada oneworld, 5 de caso y nada!';-1;219
b'Cada vez peor @LATAM_CHI , entregan servicio de low cost y siguen cobrando como si fueran un lujo';-1;220
toda la tripulacion, gran servicio y gracias a @SirChandlerBlog la bici de mi nene llego de 10 ;1;221
b'@Paz_A_S @Andre_tuit Bueno...en todo caso es muy malo el servicio de LATAM\xf0\x9f\x98\x85';-1;222
b'@LATAM_CHI Reproceso para no registrar el error. El hecho es q llevo 120 decadas habiles esperando, ni en un servicio;-1;223
b'@DespegarAr me estan diciendo de Latam q mi vuelo no existe y en su pg aparece sin problemas. Q tipo de servicio tienen?';-1;224
